city,city_ascii,lat,lng,country,iso2,iso3,admin_name,capital,population,id
Chalon-sur-Saìne,Chalon-sur-Saone,46.7806,4.8528,France,FR,FRA,Bourgogne-Franche-ComtÇ,minor,44592,1250630825
Onnaing,Onnaing,50.3883,3.5989,France,FR,FRA,Hauts-de-France,,8567,1250631065
Champigny-sur-Marne,Champigny-sur-Marne,48.8172,2.5156,France,FR,FRA,◊le-de-France,,78367,1250631569
Grigny,Grigny,45.6092,4.7906,France,FR,FRA,Auvergne-Rhìne-Alpes,,9851,1250633227
Gujan-Mestras,Gujan-Mestras,44.6364,-1.0667,France,FR,FRA,Nouvelle-Aquitaine,,22643,1250633398
Canteleu,Canteleu,49.4411,1.0261,France,FR,FRA,Normandie,,14420,1250633404
Morsang-sur-Orge,Morsang-sur-Orge,48.6618,2.3461,France,FR,FRA,◊le-de-France,,21161,1250633800
Billäre,Billere,43.3031,-0.3906,France,FR,FRA,Nouvelle-Aquitaine,,14037,1250635282
Tours,Tours,47.3936,0.6892,France,FR,FRA,Centre-Val de Loire,minor,138668,1250635972
Villejuif,Villejuif,48.7919,2.3636,France,FR,FRA,◊le-de-France,,58142,1250637012
PontchÉteau,Pontchateau,47.43,-2.083,France,FR,FRA,Pays de la Loire,,11249,1250637765
Sallanches,Sallanches,45.9372,6.6328,France,FR,FRA,Auvergne-Rhìne-Alpes,,17041,1250639013
Pontivy,Pontivy,48.0692,-2.9614,France,FR,FRA,Bretagne,minor,14547,1250640308
Ormesson-sur-Marne,Ormesson-sur-Marne,48.7858,2.5383,France,FR,FRA,◊le-de-France,,10589,1250640842
Maromme,Maromme,49.4825,1.0428,France,FR,FRA,Normandie,,11005,1250642232
Saint-Dizier,Saint-Dizier,48.6383,4.9497,France,FR,FRA,Grand Est,minor,22811,1250642464
Lattes,Lattes,43.57,3.9094,France,FR,FRA,Occitanie,,17592,1250642832
Rosny-sous-Bois,Rosny-sous-Bois,48.8667,2.4833,France,FR,FRA,◊le-de-France,,45947,1250643229
Tulle,Tulle,45.2678,1.7706,France,FR,FRA,Nouvelle-Aquitaine,minor,13602,1250644176
Avignon,Avignon,43.95,4.8075,France,FR,FRA,Provence-Alpes-Cìte d?Azur,minor,91760,1250645342
Parempuyre,Parempuyre,44.95,-0.6039,France,FR,FRA,Nouvelle-Aquitaine,,10407,1250645547
Moriäres-läs-Avignon,Morieres-les-Avignon,43.9425,4.9053,France,FR,FRA,Provence-Alpes-Cìte d?Azur,,8996,1250645579
Hirson,Hirson,49.9217,4.0839,France,FR,FRA,Hauts-de-France,,8565,1250646275
Portet-sur-Garonne,Portet-sur-Garonne,43.5231,1.4067,France,FR,FRA,Occitanie,,9798,1250647294
Aurillac,Aurillac,44.9261,2.4406,France,FR,FRA,Auvergne-Rhìne-Alpes,minor,26189,1250648062
Carros,Carros,43.7933,7.1883,France,FR,FRA,Provence-Alpes-Cìte d?Azur,,13729,1250649127
Saint-Gaudens,Saint-Gaudens,43.1089,0.7242,France,FR,FRA,Occitanie,minor,11869,1250649405
ChÇcy,Checy,47.8942,2.0275,France,FR,FRA,Centre-Val de Loire,,8948,1250650175
Sannois,Sannois,48.9722,2.2578,France,FR,FRA,◊le-de-France,,26772,1250650651
Massy,Massy,48.7309,2.2713,France,FR,FRA,◊le-de-France,,50597,1250651220
Escoublac,Escoublac,47.2867,-2.3908,France,FR,FRA,Pays de la Loire,,16613,1250651907
Sin-le-Noble,Sin-le-Noble,50.363,3.113,France,FR,FRA,Hauts-de-France,,15916,1250652964
Pont-Sainte-Maxence,Pont-Sainte-Maxence,49.3019,2.6044,France,FR,FRA,Hauts-de-France,,12343,1250653053
Livry-Gargan,Livry-Gargan,48.9192,2.5361,France,FR,FRA,◊le-de-France,,46507,1250653520
Lamorlaye,Lamorlaye,49.1556,2.4417,France,FR,FRA,Hauts-de-France,,9097,1250654836
FÇcamp,Fecamp,49.76,0.38,France,FR,FRA,Normandie,,17961,1250655012
Montfermeil,Montfermeil,48.9,2.5667,France,FR,FRA,◊le-de-France,,28257,1250655335
Creutzwald,Creutzwald,49.2,6.6833,France,FR,FRA,Grand Est,,12389,1250656042
Mont-Saint-Aignan,Mont-Saint-Aignan,49.463,1.0883,France,FR,FRA,Normandie,,20188,1250657039
Auray,Auray,47.6686,-2.9814,France,FR,FRA,Bretagne,,14417,1250657845
Orly,Orly,48.7439,2.3928,France,FR,FRA,◊le-de-France,,24488,1250660007
Chenìve,Chenove,47.2917,5.0081,France,FR,FRA,Bourgogne-Franche-ComtÇ,,14299,1250661547
Combs-la-Ville,Combs-la-Ville,48.67,2.56,France,FR,FRA,◊le-de-France,,22712,1250661921
BrÇtigny-sur-Orge,Bretigny-sur-Orge,48.6114,2.3059,France,FR,FRA,◊le-de-France,,26658,1250662537
Joigny,Joigny,47.9831,3.3978,France,FR,FRA,Bourgogne-Franche-ComtÇ,,9055,1250663202
Villefranche-de-Rouergue,Villefranche-de-Rouergue,44.3533,2.035,France,FR,FRA,Occitanie,minor,11502,1250663232
Vire,Vire,48.84,-0.89,France,FR,FRA,Normandie,minor,10762,1250663430
Saint-Louis,Saint-Louis,47.59,7.57,France,FR,FRA,Grand Est,,22530,1250664055
Carqueiranne,Carqueiranne,43.0958,6.0742,France,FR,FRA,Provence-Alpes-Cìte d?Azur,,9412,1250664228
MontÇlimar,Montelimar,44.5581,4.7508,France,FR,FRA,Auvergne-Rhìne-Alpes,,40356,1250664551
Bastia,Bastia,42.7008,9.4503,France,FR,FRA,Corsica,,47459,1250664815
La Teste-de-Buch,La Teste-de-Buch,44.62,-1.1457,France,FR,FRA,Nouvelle-Aquitaine,,27141,1250666362
Mantes-la-Jolie,Mantes-la-Jolie,48.9908,1.7172,France,FR,FRA,◊le-de-France,minor,44246,1250666731
BÇziers,Beziers,43.3476,3.219,France,FR,FRA,Occitanie,minor,80815,1250666824
Mennecy,Mennecy,48.5661,2.4369,France,FR,FRA,◊le-de-France,,16071,1250666840
Saint-Cyprien,Saint-Cyprien,42.6189,3.0069,France,FR,FRA,Occitanie,,11995,1250667528
Romans-sur-Isäre,Romans-sur-Isere,45.0464,5.0517,France,FR,FRA,Auvergne-Rhìne-Alpes,,33139,1250668637
êpernay,Epernay,49.0403,3.96,France,FR,FRA,Grand Est,minor,22022,1250669330
Mantes-la-Ville,Mantes-la-Ville,48.975,1.7117,France,FR,FRA,◊le-de-France,,21874,1250672481
Saint-Julien-en-Genevois,Saint-Julien-en-Genevois,46.1436,6.0811,France,FR,FRA,Auvergne-Rhìne-Alpes,minor,15925,1250672754
Mauguio,Mauguio,43.6169,4.0083,France,FR,FRA,Occitanie,,16417,1250674369
Vendìme,Vendome,47.7936,1.0664,France,FR,FRA,Centre-Val de Loire,minor,15566,1250674773
Roanne,Roanne,46.0367,4.0689,France,FR,FRA,Auvergne-Rhìne-Alpes,minor,35364,1250674978
êvry,Evry,48.6238,2.4296,France,FR,FRA,◊le-de-France,minor,53641,1250675373
La Riche,La Riche,47.39,0.6614,France,FR,FRA,Centre-Val de Loire,,10349,1250677508
Saint-Herblain,Saint-Herblain,47.2122,-1.6497,France,FR,FRA,Pays de la Loire,,50561,1250679034
Molsheim,Molsheim,48.54,7.49,France,FR,FRA,Grand Est,minor,9328,1250680488
Irigny,Irigny,45.674,4.823,France,FR,FRA,Auvergne-Rhìne-Alpes,,8909,1250681463
Arles,Arles,43.6767,4.6278,France,FR,FRA,Provence-Alpes-Cìte d?Azur,minor,51156,1250682294
Gonesse,Gonesse,48.9875,2.4494,France,FR,FRA,◊le-de-France,,26959,1250682314
Lorgues,Lorgues,43.4949,6.3612,France,FR,FRA,Provence-Alpes-Cìte d?Azur,,9803,1250683494
Caudebec-läs-Elbeuf,Caudebec-les-Elbeuf,49.2817,1.0222,France,FR,FRA,Normandie,,10414,1250684300
Le Grau-du-Roi,Le Grau-du-Roi,43.5381,4.1372,France,FR,FRA,Occitanie,,8513,1250684494
Biot,Biot,43.6294,7.0961,France,FR,FRA,Provence-Alpes-Cìte d?Azur,,10196,1250684857
Serris,Serris,48.8456,2.7878,France,FR,FRA,◊le-de-France,,9988,1250685279
Longjumeau,Longjumeau,48.6943,2.2958,France,FR,FRA,◊le-de-France,,20470,1250686935
Sainte-Maxime,Sainte-Maxime,43.309,6.635,France,FR,FRA,Provence-Alpes-Cìte d?Azur,,14394,1250686983
Saint-Maur-des-FossÇs,Saint-Maur-des-Fosses,48.7994,2.4997,France,FR,FRA,◊le-de-France,,76010,1250687119
Lambesc,Lambesc,43.6547,5.2625,France,FR,FRA,Provence-Alpes-Cìte d?Azur,,9951,1250689010
Illkirch-Graffenstaden,Illkirch-Graffenstaden,48.53,7.72,France,FR,FRA,Grand Est,,27339,1250689150
Wittenheim,Wittenheim,47.8081,7.3375,France,FR,FRA,Grand Est,,15491,1250689595
Rive-de-Gier,Rive-de-Gier,45.5303,4.6178,France,FR,FRA,Auvergne-Rhìne-Alpes,,15457,1250689659
Montreuil,Montreuil,48.8611,2.4436,France,FR,FRA,◊le-de-France,,110758,1250689747
LÇzignan-Corbiäres,Lezignan-Corbieres,43.2014,2.7584,France,FR,FRA,Occitanie,,10855,1250690602
Triel-sur-Seine,Triel-sur-Seine,48.9817,2.0069,France,FR,FRA,◊le-de-France,,12386,1250691237
Boulogne-sur-Mer,Boulogne-sur-Mer,50.7264,1.6147,France,FR,FRA,Hauts-de-France,minor,41039,1250693185
Bourg-la-Reine,Bourg-la-Reine,48.7796,2.3151,France,FR,FRA,◊le-de-France,,21140,1250693512
Enghien-les-Bains,Enghien-les-Bains,48.9697,2.3081,France,FR,FRA,◊le-de-France,,11594,1250694122
Vaux-le-PÇnil,Vaux-le-Penil,48.5257,2.6824,France,FR,FRA,◊le-de-France,,11378,1250695346
Wingles,Wingles,50.4947,2.8561,France,FR,FRA,Hauts-de-France,,8734,1250695683
Bois-Colombes,Bois-Colombes,48.9175,2.2683,France,FR,FRA,◊le-de-France,,29376,1250698978
Millau,Millau,44.0986,3.0783,France,FR,FRA,Occitanie,minor,21859,1250699654
Onet Village,Onet Village,44.3664,2.5942,France,FR,FRA,Occitanie,,12062,1250700684
Saint-Martin-Boulogne,Saint-Martin-Boulogne,50.7267,1.6328,France,FR,FRA,Hauts-de-France,,11036,1250702796
Fontenay-le-Comte,Fontenay-le-Comte,46.466,-0.8061,France,FR,FRA,Pays de la Loire,minor,13806,1250703956
Septämes-les-Vallons,Septemes-les-Vallons,43.3992,5.3667,France,FR,FRA,Provence-Alpes-Cìte d?Azur,,12018,1250705124
Notre-Dame-de-Gravenchon,Notre-Dame-de-Gravenchon,49.49,0.5719,France,FR,FRA,Normandie,,8744,1250706311
Arques,Arques,50.7361,2.3033,France,FR,FRA,Hauts-de-France,,9526,1250707175
L?Haò-les-Roses,L'Hay-les-Roses,48.78,2.3374,France,FR,FRA,◊le-de-France,minor,31338,1250707197
Guilherand,Guilherand,44.9353,4.8756,France,FR,FRA,Auvergne-Rhìne-Alpes,,11203,1250707207
Annoeullin,Annoeullin,50.53,2.9336,France,FR,FRA,Hauts-de-France,,10887,1250709099
Porto-Vecchio,Porto-Vecchio,41.5917,9.2803,France,FR,FRA,Corsica,,11536,1250709703
Aniche,Aniche,50.3306,3.2519,France,FR,FRA,Hauts-de-France,,10001,1250709918
Saint-Lì,Saint-Lo,49.12,-1.09,France,FR,FRA,Normandie,minor,19352,1250710011
Canet-en-Roussillon,Canet-en-Roussillon,42.7067,3.0078,France,FR,FRA,Occitanie,,13005,1250710356
CrÇteil,Creteil,48.7911,2.4628,France,FR,FRA,◊le-de-France,minor,92859,1250710438
Pithiviers,Pithiviers,48.1725,2.2525,France,FR,FRA,Centre-Val de Loire,minor,8981,1250710723
Tournon-sur-Rhìne,Tournon-sur-Rhone,45.0681,4.8333,France,FR,FRA,Auvergne-Rhìne-Alpes,minor,11302,1250710845
Le Plessis-TrÇvise,Le Plessis-Trevise,48.8111,2.5717,France,FR,FRA,◊le-de-France,,21096,1250710876
Bolläne,Bollene,44.2811,4.7494,France,FR,FRA,Provence-Alpes-Cìte d?Azur,,13871,1250710929
Tourcoing,Tourcoing,50.7239,3.1612,France,FR,FRA,Hauts-de-France,,99160,1250711716
Bellevue,Bellevue,48.871,2.385,France,FR,FRA,◊le-de-France,,57699,1250712822
Villerupt,Villerupt,49.4697,5.9286,France,FR,FRA,Grand Est,,10086,1250714634
Flers-lez-Lille,Flers-lez-Lille,50.6333,3.1333,France,FR,FRA,Hauts-de-France,,10561,1250716072
Franconville,Franconville,48.9889,2.2314,France,FR,FRA,◊le-de-France,,38024,1250716454
Rombas,Rombas,49.2503,6.095,France,FR,FRA,Grand Est,,9534,1250716486
Gap,Gap,44.5594,6.0786,France,FR,FRA,Provence-Alpes-Cìte d?Azur,minor,40656,1250717816
Laval,Laval,48.0733,-0.7689,France,FR,FRA,Pays de la Loire,minor,49474,1250720617
ChÉlons-en-Champagne,Chalons-en-Champagne,48.9575,4.365,France,FR,FRA,Grand Est,minor,43218,1250720943
Le Bourget,Le Bourget,48.9353,2.4256,France,FR,FRA,◊le-de-France,,15052,1250722122
Le Creusot,Le Creusot,46.8014,4.4411,France,FR,FRA,Bourgogne-Franche-ComtÇ,,20536,1250722828
Allonnes,Allonnes,47.9686,0.1606,France,FR,FRA,Pays de la Loire,,10740,1250722927
Romilly-sur-Seine,Romilly-sur-Seine,48.5167,3.7275,France,FR,FRA,Grand Est,,14751,1250726047
Denain,Denain,50.3294,3.3958,France,FR,FRA,Hauts-de-France,,20622,1250726384
Dinan,Dinan,48.4564,-2.0489,France,FR,FRA,Bretagne,minor,14966,1250726966
Persan,Persan,49.1542,2.2719,France,FR,FRA,◊le-de-France,,14348,1250727740
Noisy-le-Sec,Noisy-le-Sec,48.8894,2.4503,France,FR,FRA,◊le-de-France,,45915,1250727880
Fontenay-le-Fleury,Fontenay-le-Fleury,48.8144,2.0494,France,FR,FRA,◊le-de-France,,13640,1250728330
Carvin,Carvin,50.4939,2.9589,France,FR,FRA,Hauts-de-France,,17966,1250728783
Blois,Blois,47.5939,1.3281,France,FR,FRA,Centre-Val de Loire,minor,47092,1250729037
Palaiseau,Palaiseau,48.7145,2.2457,France,FR,FRA,◊le-de-France,minor,36067,1250731865
Couâron,Coueron,47.2156,-1.7228,France,FR,FRA,Pays de la Loire,,23541,1250732111
Biscarrosse,Biscarrosse,44.3942,-1.1628,France,FR,FRA,Nouvelle-Aquitaine,,15412,1250732906
Balma,Balma,43.6111,1.4994,France,FR,FRA,Occitanie,,17431,1250736136
Le VÇsinet,Le Vesinet,48.8923,2.1331,France,FR,FRA,◊le-de-France,,15712,1250736749
Limoges,Limoges,45.8353,1.2625,France,FR,FRA,Nouvelle-Aquitaine,minor,129754,1250736774
Armentiäres,Armentieres,50.6881,2.8811,France,FR,FRA,Hauts-de-France,,26107,1250737647
Rognac,Rognac,43.4886,5.2331,France,FR,FRA,Provence-Alpes-Cìte d?Azur,,12335,1250737826
Vieux-CondÇ,Vieux-Conde,50.4603,3.5692,France,FR,FRA,Hauts-de-France,,10455,1250738917
Corbeil-Essonnes,Corbeil-Essonnes,48.6139,2.482,France,FR,FRA,◊le-de-France,,53712,1250742467
Saint-Jean-de-la-Ruelle,Saint-Jean-de-la-Ruelle,47.9139,1.8745,France,FR,FRA,Centre-Val de Loire,,16608,1250742662
Laxou,Laxou,48.6864,6.1528,France,FR,FRA,Grand Est,,15126,1250742857
Givors,Givors,45.5914,4.7694,France,FR,FRA,Auvergne-Rhìne-Alpes,,20943,1250743415
Auch,Auch,43.6465,0.5855,France,FR,FRA,Occitanie,minor,22825,1250746513
Livron-sur-Drìme,Livron-sur-Drome,44.7736,4.8439,France,FR,FRA,Auvergne-Rhìne-Alpes,,9272,1250746606
Saint-BarthÇlemy-d?Anjou,Saint-Barthelemy-d'Anjou,47.468,-0.493,France,FR,FRA,Pays de la Loire,,9496,1250748844
Domont,Domont,49.0283,2.3275,France,FR,FRA,◊le-de-France,,16075,1250749171
Boissy-Saint-LÇger,Boissy-Saint-Leger,48.7511,2.5106,France,FR,FRA,◊le-de-France,,17335,1250749700
Comines,Comines,50.7616,3.0086,France,FR,FRA,Hauts-de-France,,12649,1250749868
Sorgues,Sorgues,44.0092,4.873,France,FR,FRA,Provence-Alpes-Cìte d?Azur,,19030,1250751764
Saint-Gilles,Saint-Gilles,43.6786,4.4317,France,FR,FRA,Occitanie,,14427,1250752437
Rambouillet,Rambouillet,48.6444,1.8308,France,FR,FRA,◊le-de-France,minor,27145,1250752872
Lomme,Lomme,50.6358,3.0142,France,FR,FRA,Hauts-de-France,,28006,1250753691
Elbeuf,Elbeuf,49.29,1.01,France,FR,FRA,Normandie,,15774,1250753787
Hellemmes-Lille,Hellemmes-Lille,50.6167,3.1167,France,FR,FRA,Hauts-de-France,,18437,1250755525
VÇnissieux,Venissieux,45.6978,4.8867,France,FR,FRA,Auvergne-Rhìne-Alpes,,66701,1250755963
Urrugne,Urrugne,43.3631,-1.6989,France,FR,FRA,Nouvelle-Aquitaine,,10594,1250756774
Sucy-en-Brie,Sucy-en-Brie,48.7697,2.5228,France,FR,FRA,◊le-de-France,,27593,1250757045
Longwy,Longwy,49.52,5.7606,France,FR,FRA,Grand Est,,15492,1250757730
Olivet,Olivet,47.8639,1.9006,France,FR,FRA,Centre-Val de Loire,,22988,1250759195
Le Pontet,Le Pontet,43.965,4.8606,France,FR,FRA,Provence-Alpes-Cìte d?Azur,,17985,1250760034
Fontaine,Fontaine,45.1939,5.6856,France,FR,FRA,Auvergne-Rhìne-Alpes,,22471,1250760335
Trappes,Trappes,48.7775,2.0025,France,FR,FRA,◊le-de-France,,34276,1250762117
Croissy-sur-Seine,Croissy-sur-Seine,48.8783,2.1433,France,FR,FRA,◊le-de-France,,10580,1250762354
Grasse,Grasse,43.6667,6.9167,France,FR,FRA,Provence-Alpes-Cìte d?Azur,minor,48669,1250763117
Saint-Germain-en-Laye,Saint-Germain-en-Laye,48.8989,2.0938,France,FR,FRA,◊le-de-France,minor,40806,1250764383
Marignane,Marignane,43.416,5.2145,France,FR,FRA,Provence-Alpes-Cìte d?Azur,,33164,1250764669
Neuilly-sur-Seine,Neuilly-sur-Seine,48.8881,2.2686,France,FR,FRA,◊le-de-France,,59200,1250765188
Montgeron,Montgeron,48.7039,2.4605,France,FR,FRA,◊le-de-France,,23890,1250766213
Toul,Toul,48.675,5.8917,France,FR,FRA,Grand Est,minor,15570,1250766927
Chartres-de-Bretagne,Chartres-de-Bretagne,48.0403,-1.7028,France,FR,FRA,Bretagne,,8678,1250767327
AmbÇrieu-en-Bugey,Amberieu-en-Bugey,45.9631,5.3541,France,FR,FRA,Auvergne-Rhìne-Alpes,,15554,1250767338
Saint-Omer,Saint-Omer,50.7461,2.2617,France,FR,FRA,Hauts-de-France,minor,14358,1250769262
Le Passage,Le Passage,44.2025,0.6042,France,FR,FRA,Nouvelle-Aquitaine,,9360,1250772474
Vernouillet,Vernouillet,48.9728,1.9842,France,FR,FRA,◊le-de-France,,9953,1250772966
Roncq,Roncq,50.7544,3.1211,France,FR,FRA,Hauts-de-France,,13873,1250773025
Marseille,Marseille,43.2964,5.37,France,FR,FRA,Provence-Alpes-Cìte d?Azur,admin,877215,1250774071
Nice,Nice,43.7034,7.2663,France,FR,FRA,Provence-Alpes-Cìte d?Azur,minor,353701,1250774553
L?Isle-d?Abeau,L'Isle-d'Abeau,45.6233,5.2305,France,FR,FRA,Auvergne-Rhìne-Alpes,,17096,1250774753
Le Havre,Le Havre,49.49,0.1,France,FR,FRA,Normandie,minor,166462,1250775297
Poissy,Poissy,48.9294,2.0456,France,FR,FRA,◊le-de-France,,40792,1250776265
AmnÇville,Amneville,49.2614,6.1425,France,FR,FRA,Grand Est,,10853,1250776698
Metz,Metz,49.1203,6.1778,France,FR,FRA,Grand Est,minor,121695,1250778717
Savenay,Savenay,47.3619,-1.9406,France,FR,FRA,Pays de la Loire,,9465,1250779421
Torcy,Torcy,48.8502,2.6508,France,FR,FRA,◊le-de-France,minor,22939,1250780004
Apt,Apt,43.8769,5.3969,France,FR,FRA,Provence-Alpes-Cìte d?Azur,minor,10297,1250780194
Foix,Foix,42.9664,1.6078,France,FR,FRA,Occitanie,minor,9731,1250783682
Privas,Privas,44.7358,4.597,France,FR,FRA,Auvergne-Rhìne-Alpes,minor,8552,1250786652
Strasbourg,Strasbourg,48.5833,7.7458,France,FR,FRA,Grand Est,admin,291709,1250789140
La Ravoire,La Ravoire,45.56,5.96,France,FR,FRA,Auvergne-Rhìne-Alpes,,9154,1250789160
Savigny-le-Temple,Savigny-le-Temple,48.5841,2.5832,France,FR,FRA,◊le-de-France,,30630,1250790534
Bois-Guillaume,Bois-Guillaume,49.4614,1.1092,France,FR,FRA,Normandie,,14497,1250792031
Nogent-sur-Marne,Nogent-sur-Marne,48.8375,2.4833,France,FR,FRA,◊le-de-France,minor,32998,1250793808
Albert,Albert,50.0028,2.6528,France,FR,FRA,Hauts-de-France,,9658,1250793960
Amiens,Amiens,49.892,2.299,France,FR,FRA,Hauts-de-France,minor,134780,1250794759
Nemours,Nemours,48.2674,2.697,France,FR,FRA,◊le-de-France,,13118,1250798290
Ris-Orangis,Ris-Orangis,48.6537,2.4161,France,FR,FRA,◊le-de-France,,30283,1250798582
La Chapelle-Saint-Luc,La Chapelle-Saint-Luc,48.3125,4.0453,France,FR,FRA,Grand Est,,12603,1250799427
Montceau-les-Mines,Montceau-les-Mines,46.6678,4.3697,France,FR,FRA,Bourgogne-Franche-ComtÇ,,16946,1250799530
Troyes,Troyes,48.2997,4.0792,France,FR,FRA,Grand Est,minor,62443,1250800856
Lunel,Lunel,43.6778,4.1361,France,FR,FRA,Occitanie,,26380,1250801871
Maisons-Laffitte,Maisons-Laffitte,48.9469,2.1456,France,FR,FRA,◊le-de-France,,22855,1250804380
Les Lilas,Les Lilas,48.88,2.42,France,FR,FRA,◊le-de-France,,23262,1250804499
Dammartin-en-Goâle,Dammartin-en-Goele,49.0538,2.6817,France,FR,FRA,◊le-de-France,,11508,1250805178
Saint-Quentin,Saint-Quentin,49.8486,3.2864,France,FR,FRA,Hauts-de-France,minor,52995,1250806002
Ozoir-la-Ferriäre,Ozoir-la-Ferriere,48.778,2.68,France,FR,FRA,◊le-de-France,,20969,1250806458
Rodez,Rodez,44.3506,2.575,France,FR,FRA,Occitanie,minor,24136,1250807687
Ville-la-Grand,Ville-la-Grand,46.2031,6.2475,France,FR,FRA,Auvergne-Rhìne-Alpes,,9196,1250808704
Saint-Paul-läs-Dax,Saint-Paul-les-Dax,43.7264,-1.0517,France,FR,FRA,Nouvelle-Aquitaine,,14114,1250809513
Levallois-Perret,Levallois-Perret,48.895,2.2872,France,FR,FRA,◊le-de-France,,68412,1250809881
Poitiers,Poitiers,46.58,0.34,France,FR,FRA,Nouvelle-Aquitaine,minor,89472,1250812174
Le Muy,Le Muy,43.4736,6.5667,France,FR,FRA,Provence-Alpes-Cìte d?Azur,,9882,1250812902
ChÉtillon,Chatillon,48.8,2.29,France,FR,FRA,◊le-de-France,,36224,1250813874
Vaulx-en-Velin,Vaulx-en-Velin,45.7768,4.9186,France,FR,FRA,Auvergne-Rhìne-Alpes,,52448,1250814472
Arpajon,Arpajon,48.5901,2.2476,France,FR,FRA,◊le-de-France,,11503,1250815243
Brunoy,Brunoy,48.6979,2.5044,France,FR,FRA,◊le-de-France,,25792,1250815725
Saint-Junien,Saint-Junien,45.8881,0.9019,France,FR,FRA,Nouvelle-Aquitaine,,11382,1250815843
La Roche-sur-Foron,La Roche-sur-Foron,46.0673,6.3113,France,FR,FRA,Auvergne-Rhìne-Alpes,,11239,1250816265
Tomblaine,Tomblaine,48.6833,6.2167,France,FR,FRA,Grand Est,,9040,1250817352
Lons,Lons,43.3158,-0.4094,France,FR,FRA,Nouvelle-Aquitaine,,13708,1250818066
La Celle-Saint-Cloud,La Celle-Saint-Cloud,48.8411,2.1344,France,FR,FRA,◊le-de-France,,20440,1250819039
Montpellier,Montpellier,43.6119,3.8772,France,FR,FRA,Occitanie,minor,307101,1250819356
Velaux,Velaux,43.5286,5.2564,France,FR,FRA,Provence-Alpes-Cìte d?Azur,,8827,1250819555
Yutz,Yutz,49.3594,6.1892,France,FR,FRA,Grand Est,,17497,1250819646
Chantilly,Chantilly,49.2,2.4667,France,FR,FRA,Hauts-de-France,,10740,1250822296
Roquebrune-sur-Argens,Roquebrune-sur-Argens,43.43,6.63,France,FR,FRA,Provence-Alpes-Cìte d?Azur,,15006,1250822704
Villeneuve-läs-Avignon,Villeneuve-les-Avignon,43.9672,4.7967,France,FR,FRA,Occitanie,,12950,1250823512
Chantenay-sur-Loire,Chantenay-sur-Loire,47.207,-1.595,France,FR,FRA,Pays de la Loire,,21671,1250824236
Seclin,Seclin,50.5489,3.0303,France,FR,FRA,Hauts-de-France,,13011,1250824349
Gaillac,Gaillac,43.9014,1.8992,France,FR,FRA,Occitanie,,16080,1250825610
Frouzins,Frouzins,43.5172,1.3256,France,FR,FRA,Occitanie,,9808,1250825720
Dombasle-sur-Meurthe,Dombasle-sur-Meurthe,48.6256,6.3506,France,FR,FRA,Grand Est,,9528,1250827581
Meaux,Meaux,48.9603,2.8883,France,FR,FRA,◊le-de-France,minor,56659,1250827686
Saverne,Saverne,48.74,7.36,France,FR,FRA,Grand Est,minor,11323,1250828818
Le Mans,Le Mans,48.0077,0.1984,France,FR,FRA,Pays de la Loire,minor,145182,1250829671
Lons-le-Saunier,Lons-le-Saunier,46.6744,5.5539,France,FR,FRA,Bourgogne-Franche-ComtÇ,minor,16942,1250829703
Oullins,Oullins,45.715,4.8083,France,FR,FRA,Auvergne-Rhìne-Alpes,,26994,1250831015
Villemomble,Villemomble,48.8833,2.5,France,FR,FRA,◊le-de-France,,29973,1250831662
Saint-Chamond,Saint-Chamond,45.4775,4.5153,France,FR,FRA,Auvergne-Rhìne-Alpes,,35586,1250831814
Wattrelos,Wattrelos,50.7,3.217,France,FR,FRA,Hauts-de-France,,40881,1250832962
Niort,Niort,46.3258,-0.4606,France,FR,FRA,Nouvelle-Aquitaine,minor,60074,1250833218
Bondues,Bondues,50.7022,3.0939,France,FR,FRA,Hauts-de-France,,9666,1250833550
Loos,Loos,50.6128,3.0144,France,FR,FRA,Hauts-de-France,,22948,1250834480
Saint-GrÇgoire,Saint-Gregoire,48.1517,-1.685,France,FR,FRA,Bretagne,,9992,1250834963
Beauchamp,Beauchamp,49.0144,2.1906,France,FR,FRA,◊le-de-France,,9506,1250835364
Saint-Pierre-du-Mont,Saint-Pierre-du-Mont,43.8833,-0.5183,France,FR,FRA,Nouvelle-Aquitaine,,9996,1250835528
Saint-Ouen-l?Aumìne,Saint-Ouen-l'Aumone,49.0447,2.1111,France,FR,FRA,◊le-de-France,,25614,1250836014
Saint-Brice-sous-Foràt,Saint-Brice-sous-Foret,48.9992,2.3578,France,FR,FRA,◊le-de-France,,15209,1250836215
Le Loroux-Bottereau,Le Loroux-Bottereau,47.2389,-1.3478,France,FR,FRA,Pays de la Loire,,8595,1250836872
BÇthune,Bethune,50.5303,2.6408,France,FR,FRA,Hauts-de-France,minor,25342,1250837552
Gignac-la-Nerthe,Gignac-la-Nerthe,43.3932,5.2356,France,FR,FRA,Provence-Alpes-Cìte d?Azur,,10030,1250840711
